tourney_id,tourney_name,surface,draw_size,tourney_level
2001-D004,Davis Cup WG R1: SVK vs RUS,Hard,4,D
2008-M-FU-NED-04A-2008,Netherlands F4,Clay,32,S
2015-M-FU-TUR-45A-2015,Turkey F45,Clay,32,S
2004-M-FU-CHN-01A-2004,China F1,Hard,32,S
1992-M-SA-IND-01A-1991d,India Masters 4,Hard,24,S
2012-6114,Kazan CH,Hard,32,C
1983-726,Bahia,Hard,32,A
1986-313,Bristol,Grass,48,A
2018-3463,Milan CH,Clay,32,C
2000-M-FU-KOR-01A-2000,Korea F1,Clay,32,S
1999-M-SA-BUL-01A-1999c,Bulgaria Masters 3,Clay,24,S
2017-M-FU-FRA-21A-2017,France F21,Carpet,32,S
2020-M-DC-2020-WG2-PO-ESA-JAM-01,Davis Cup WG2 PO: ESA vs JAM,Hard,4,D
2005-M-FU-ESP-22A-2005,Spain F22,Clay,32,S
2014-M-FU-CZE-04A-2014,Czech Republic F4,Carpet,32,S
2011-M-FU-MEX-14A-2011,Mexico F14,Hard,32,S
2020-M-ITF-GRE-06A-2020,M15 Heraklion,Hard,32,15
1996-M-SA-SWE-01A-1996c,Sweden 2 Masters 3,Carpet,32,S
2014-M-FU-GRE-12A-2014,Greece F12,Hard,32,S
1972-2036,Omaha,Hard,16,A
2007-3468,Penza CH,Hard,32,C
1992-M-SA-AUS-01A-1992b,Australia 1 Masters 2,Carpet,32,S
1993-410,Monte Carlo Masters,Clay,56,M
2010-603,Fergana CH,Hard,32,C
1998-M-SA-EGY-02A-1998c,Egypt 2 Masters 3,Hard,32,S
2012-M-FU-FRA-11A-2012,France F11,Clay,32,S
1994-524,Weiden CH,Clay,32,C
2018-M-FU-USA-18A-2018,USA F18,Clay,32,S
1985-D057,Davis Cup EUR R1: POL vs ZIM,Clay,4,D
2000-M-FU-GBR-07A-2000,Great Britain F7,Hard,32,S
2002-M-SA-SUI-02A-2002c,Switzerland 2 3,Clay,32,S
1983-343,Columbus,Hard,32,A
2008-M-FU-JPN-03A-2008,Japan F3,Hard,32,S
1996-420,New Haven,Hard,56,A
2020-M-ITF-EGY-07A-2020,M15 Sharm El Sheikh,Hard,32,15
2008-M-FU-MAR-03A-2008,Morocco F3,Clay,32,S
2019-M-ITF-THA-09A-2019,M15 Hua Hin,Hard,32,S
2008-D040,Davis Cup WG QF: USA vs FRA,Hard,4,D
1998-M-FU-AUT-01A-1998,Austria F1,Carpet,32,S
2018-M-FU-ESP-10A-2018,Spain F10,Clay,32,S
2014-M-FU-FRA-07A-2014,France F7,Hard,32,S
1997-M-SA-GBR-03A-1997c,Great Britain 3 Masters 3,Grass,24,S
1998-M-SA-CRO-01A-1998d,Croatia 1 Masters 4,Clay,32,S
1999-M-SA-FRA-01A-1999b,France 1 Masters 2,Clay,32,S
2013-M-FU-VEN-04A-2013,Venezuela F4,Hard,32,S
2006-395,Dublin CH,Carpet,32,C
1994-M-SA-COL-01A-1994d,Colombia Masters 4,Clay,32,S
1986-215,Rio De Janeiro CH,Clay,32,C
2001-M-FU-CZE-02A-2001,Czech Rep F2,Clay,32,S
2012-M-FU-MEX-07A-2012,Mexico F7,Hard,32,S
2008-D064,Davis Cup G1 PO: KAZ vs TPE,Hard,4,D
2009-59,Salinas CH,Hard,32,C
2013-6572,An-Ning CH,Clay,32,C
1990-D051,Davis Cup G2 R1: TRI vs HAI,Hard,4,D
2000-M-FU-GER-07A-2000,Germany F7,Clay,32,S
1998-M-SA-ESP-05A-1998a,Spain 5 Masters 1,Clay,32,S
2008-M-FU-KAZ-03A-2008,Kazakhstan F3,Clay,32,S
2018-7697,San Francisco CH,Hard,32,C
2004-D036,Davis Cup G1 R2: JPN vs IND,Hard,4,D
2011-M-FU-POL-04A-2011,Poland F4,Clay,32,S
2009-M-FU-ARG-08A-2009,Argentina F8,Clay,32,S
2018-M-DC-2018-G2-EPA-M-ROU-LUX-01,Davis Cup G2 R1: ROU vs LUX,Hard,4,D
2020-M024,Cincinnati Masters,Hard,64,M
2009-396,Furth CH,Clay,32,C
2003-M-FU-USA-29A-2003,USA F28,Hard,32,S
2017-M-FU-ESP-30A-2017,Spain F30,Clay,32,S
2014-M-FU-PER-03A-2014,Peru F3,Clay,32,S
2010-M-FU-BRA-09A-2010,Brazil F9,Clay,32,S
2010-M-FU-IRI-07A-2010,Iran F7,Clay,32,S
1999-D025,Davis Cup WG PO: ZIM vs CHI,Hard,4,D
2000-807,Mexico City,Clay,32,A
1977-424,San Francisco,Carpet,64,A
1993-M-SA-FRA-02A-1993d,France 2 Masters 4,Carpet,32,S
1995-234,Belo Horizonte CH,Hard,32,C
2002-D073,Davis Cup G1 PO: ECU vs BAH,Clay,4,D
1998-254,Pribram CH,Clay,32,C
1998-D016,Davis Cup WG PO: BRA vs ROU,Clay,4,D
1998-M-FU-AUT-07A-1998,Austria F7,Clay,32,S
2019-M-DC-2019-FLS-M-GBR-GER-01,Davis Cup Finals QF: GBR vs GER,Hard,4,D
2015-M-FU-SUI-05A-2015,Switzerland F5,Clay,32,S
2002-325,Palermo,Clay,32,A
2007-M-FU-IND-05A-2007,India F5,Hard,32,S
1995-M-SA-AUS-01A-1995d,Australia 1 Masters 4,Clay,32,S
2011-M-FU-CAN-01A-2011,Canada F1,Hard,32,S
1994-M-SA-BRA-01A-1994a,Brazil Masters 1,Clay,32,S
1999-D037,Davis Cup G2 SF: HUN vs DEN,Clay,4,D
2018-7318,Columbus CH,Hard,32,C
2015-M-FU-RUS-01A-2015,Russia F1,Clay,32,S
2006-827,Andrezieux CH,Hard,32,C
1981-D039,Davis Cup EUR QF: NED vs IRL,Clay,4,D
1991-428,Tokyo Indoor,Carpet,48,A
2007-338,Sydney,Hard,32,A
2012-M-FU-MAR-10A-2012,Morocco F10,Clay,32,S
2014-M-FU-TUN-07A-2014,Tunisia F7,Hard,32,S
2008-D039,Davis Cup WG QF: GER vs ESP,Hard,4,D
2013-M-FU-GUA-01A-2013,Guatemala F1,Hard,32,S
2014-221,Tampere CH,Clay,32,C
2014-M-FU-ARG-05A-2014,Argentina F5,Clay,32,S
2018-M-FU-BRA-03A-2018,Brazil F3,Clay,32,S
2006-M-FU-GBR-13A-2006,Great Britain F13,Hard,32,S
1985-414,Hamburg,Clay,56,A
2016-M-FU-CAN-03A-2016,Canada F3,Hard,32,S
2020-M-DC-2020-WG2-PO-PAR-SRI-01,Davis Cup WG2 PO: PAR vs SRI,Clay,4,D
2000-684,Eisenach CH,Clay,32,C
1995-M-SA-SUI-02A-1995d,Switzerland 2 Masters 4,Carpet,32,S
1977-359,Bogota,Clay,32,A
2017-M-FU-GER-07A-2017,Germany F7,Clay,32,S
1995-M-SA-ITA-02A-1995c,Italy 2 Masters 3,Clay,32,S
2007-M-FU-ITA-05A-2007,Italy F5,Clay,32,S
1991-237,Guaruja,Hard,32,A
1997-M-SA-CHI-01A-1997b,Chile 1 Masters 2,Clay,24,S
2004-M-FU-ESP-11A-2004,Spain F11,Hard,32,S
1991-436,Charlotte,Clay,32,A
2010-M-FU-IRI-05A-2010,Iran F5,Clay,32,S
2000-M-FU-USA-26A-2000,USA F25,Hard,32,S
2009-M-FU-CIV-01A-2009,Ivory Coast F1,Hard,32,S
1998-M-SA-AUS-03A-1998c,Australia 3 Masters 3,Hard,32,S
2007-M-FU-GBR-10A-2007,Great Britain F10,Clay,32,S
1995-M-SA-COL-01A-1995c,Colombia Masters 3,Clay,32,S
1975-820,Houston,Clay,32,A
1970-D001,Davis Cup SAM QF: ARG vs CHI,Clay,4,D
2010-1796,St. Brieuc CH,Clay,32,C
2004-M-SA-GER-01A-2004b,Germany 1 Satellite 2,Carpet,32,S
1981-415,Forest Hills WCT,Clay,64,A
2010-2151,Rome CH,Clay,32,C
1981-278,Barcelona CH,Clay,32,C
2019-M-DC-2019-G2-AO-M-TPE-HKG-01,Davis Cup G2 R1: TPE vs HKG,Hard,4,D
2014-M-FU-ITA-35A-2014,Italy F35,Clay,32,S
2015-M-FU-AUT-01A-2015,Austria F1,Clay,32,S
1993-D047,Davis Cup G2 R1: IRL vs GHA,Carpet,4,D
1994-305,Nice,Clay,32,A
2002-D004,Davis Cup WG R1: USA vs SVK,Hard,4,D
1984-428,Tokyo Indoor,Carpet,32,A
1996-M-SA-FIN-01A-1996a,Finland Masters 1,Clay,24,S
2000-489,Austin CH,Hard,32,C
2012-M-FU-MEX-01A-2012,Mexico F1,Hard,32,S
2009-533,Costa Do Sauipe,Clay,32,A
2014-M-FU-USA-27A-2014,USA F27,Hard,32,S
2017-M007,Miami Masters,Hard,128,M
2014-D062,Davis Cup G2 R1: RSA vs MON,,4,D
2013-M-FU-TUR-25A-2013,Turkey F25,Hard,32,S
2005-328,Basel,Carpet,32,A
2006-M-FU-BRA-13A-2006,Brazil F13,Clay,32,S
1988-D011,Davis Cup G2 QF: CUB vs BOL,Hard,4,D
1974-1537,Tempe,Hard,32,A
2004-741,Nottingham,Grass,32,A
1982-274,Oporto CH,Clay,32,C
2011-M-FU-ROU-02A-2011,Romania F2,Clay,32,S
1989-422,Cincinnati,Hard,64,M
2006-D027,Davis Cup G1 R2: MEX vs CAN,Clay,4,D
2008-M-FU-POL-04A-2008,Poland F4,Clay,32,S
2005-2120,Cordenons CH,Clay,32,C
2018-M-DC-2018-G1-EPA-M-AUT-RUS-01,Davis Cup G1 R2: AUT vs RUS,Hard,4,D
2017-M-FU-RUS-01A-2017,Russia F1,Hard,32,S
2013-M-FU-DEN-02A-2013,Denmark F2,Clay,32,S
2008-M-FU-BRA-09A-2008,Brazil F9,Hard,32,S
2007-D046,Davis Cup G1 PO: MKD vs LUX,Hard,4,D
1994-M-SA-ROU-01A-1994d,Romania Masters 4,Clay,32,S
2008-504,Wolfsburg CH,Carpet,32,C
2007-1763,Genova CH,Clay,32,C
2008-M-FU-UGA-01A-2008,Uganda F1,Clay,32,S
2005-M-FU-GER-04A-2005,Germany F4,Carpet,32,S
2019-M-ITF-NED-03A-2019,M15 Oldenzaal,Clay,32,S
2005-M-FU-CHI-05A-2005,Chile F5,Clay,32,S
2005-M-FU-ESP-08A-2005,Spain F7,Clay,32,S
2017-7021,Mestre CH,Clay,32,C
2016-0091,Kyoto CH,Hard,32,C
1987-D053,Davis Cup WG R1: ITA vs SWE,Clay,4,D
2002-526,Braunschweig CH,Clay,32,C
2003-M-FU-MEX-05A-2003,Mexico F5,Hard,32,S
2019-M-ITF-AUS-06A-2019,M25 Darwin,Hard,32,S
1987-371,Raleigh CH,Clay,32,C
1999-540,Wimbledon,Grass,128,G
2019-M-ITF-SWE-03A-2019,M15 Ystad,Clay,32,S
1992-M-SA-ITA-02A-1992d,Italy 3 Masters 4,Clay,24,S
2012-M-FU-ITA-17A-2012,Italy F17,Clay,32,S
1996-M-SA-GRE-01A-1996c,Greece 1 Masters 3,Hard,32,S
2005-408,Milan,Carpet,32,A
2006-M-FU-ITA-13A-2006,Italy F13,Clay,32,S
2013-M-FU-USA-19A-2013,USA F19,Hard,32,S
1996-M-SA-USA-04A-1996a,USA 4 Masters 1,Hard,64,S
2011-M-FU-ITA-23A-2011,Italy F23,Clay,32,S
2018-0083,Eckental CH,Hard,32,C
2020-M-ITF-QAT-01A-2020,M15 Doha,Hard,32,15
1994-216,Jerusalem CH,Hard,32,C
1997-505,Santiago,Clay,32,A
2001-M-SA-ESP-05A-2001b,Spain 5 2,Clay,24,S
2001-M-FU-BRA-06A-2001,Brazil F6,Clay,32,S
1991-M-SA-CAN-01A-1991a,Canada Masters 1,Clay,32,S
2005-747,Beijing,Hard,32,A
2011-M-FU-USA-28A-2011,USA F28,Clay,32,S
2018-M-FU-CAN-05A-2018,Canada F5,Hard,32,S
2005-M-FU-JPN-07A-2005,Japan F7,Clay,32,S
2003-423,Los Angeles,Hard,32,A
2016-7555,Qingdao CH,Clay,32,C
2016-M-FU-BEL-03A-2016,Belgium F3,Clay,32,S
2020-M-ITF-GBR-01A-2020,M25 Barnstaple,Hard,32,25
1996-M-SA-TPE-01A-1996a,Chinese Taipei Masters 1,Hard,24,S
1997-424,San Jose,Hard,32,A
1993-761,Jakarta CH,Hard,32,C
2003-D017,Davis Cup G2 R1: MEX vs AHO,Carpet,4,D
1968-540,Wimbledon,Grass,128,G
2015-451,Doha,Hard,32,A
2004-M-FU-HUN-03A-2004,Hungary F3,Clay,32,S
2019-M-ITF-COL-01A-2019,M15 Bucaramanga,Clay,32,S
1994-M-SA-ESP-03A-1994a,Spain 3 Masters 1,Clay,24,S
1995-M-SA-BRA-01A-1995c,Brazil 1 Masters 3,Hard,32,S
1971-429,Stockholm Open,Hard,64,A
2020-M-ITF-GBR-03A-2020,M25 Sunderland,Hard,32,25
2019-0670,Binghamton CH,Hard,64,C
1991-D052,Davis Cup G2 QF: SIN vs HKG,Hard,4,D
1994-687,Montebello CH,Hard,32,C
1996-M-SA-NED-01A-1996b,Netherlands Masters 2,Clay,32,S
2015-M-FU-GRE-03A-2015,Greece F3,Hard,32,S
2014-M-FU-CAN-01A-2014,Canada F1,Hard,32,S
1997-62,Flushing Meadow CH,Hard,32,C
1994-M-SA-POL-01A-1994a,Poland Masters 1,Clay,24,S
2010-M-FU-EGY-03A-2010,Egypt F3,Hard,32,S
2019-M-ITF-HKG-04A-2019,M25 Hong Kong,Hard,32,S
2005-3356,Busan CH,Hard,32,C
1986-D049,Davis Cup G2 F: KOR vs JPN,Hard,4,D
1994-M-SA-POR-03A-1994c,Portugal 3 Masters 3,Clay,32,S
1996-M-SA-BRA-04A-1996c,Brazil 4 Masters 3,Clay,32,S
2005-3348,New Haven,Hard,48,A
2017-M-FU-POR-10A-2017,Portugal F10,Hard,32,S
2006-M-FU-MEX-02A-2006,Mexico F2,Hard,32,S
1975-D009,Davis Cup EUR PR: FRA vs BEL,Clay,4,D
1995-D056,Davis Cup G2 PO: QAT vs IRI,Hard,4,D
2012-M-FU-INA-02A-2012,Indonesia F2,Hard,32,S
2015-7349,Bangalore CH,Hard,32,C
2018-3351,Stockton CH,Hard,32,C
2000-M-SA-ITA-01A-2000c,Italy 1 Masters 3,Clay,32,S
1992-436,Charlotte,Clay,32,A
2010-444,Bratislava CH,Hard,32,C
1996-M-SA-BRA-02A-1996d,Brazil 2 Masters 4,Clay,32,S
2003-M-FU-JAM-07A-2003,Jamaica F7,Hard,32,S
1994-427,Sydney Indoor,Hard,32,A
1997-M-SA-ESP-06A-1997a,Spain 6 Masters 1,Clay,24,S
1982-352,Paris Indoor,Hard,32,A
1983-D055,Davis Cup WG R1: PAR vs TCH,Carpet,4,D
2016-M-FU-TUN-28A-2016,Tunisia F28,Clay,32,S
1992-540,Wimbledon,Grass,128,G
1995-D007,Davis Cup G1 QF: BRA vs BAH,Clay,4,D
1987-D018,Davis Cup AME SF: CAN vs ECU,Hard,4,D
2007-500,Halle,Grass,32,A
2010-M-FU-CRO-07A-2010,Croatia F7,Clay,32,S
1981-419,Indianapolis,Clay,64,A
2006-M-FU-SWE-06A-2006,Sweden F6,Hard,32,S
1994-336,Hong Kong,Hard,32,A
2010-M-FU-SVK-03A-2010,Slovak Rep F3,Clay,32,S
2006-M-SA-IND-02A-2006d,India 2 4,Hard,32,S
2009-306,Kitzbuhel,Clay,32,A
2016-M-FU-EGY-35A-2016,Egypt F35,Clay,32,S
1999-M-FU-MEX-02A-1999,Mexico F2,Hard,32,S
1981-417,Boston,Clay,64,A
2000-64,Contrexeville CH,Clay,32,C
2017-5018,Burnie CH,Hard,32,C
2004-M-FU-JPN-06A-2004,Japan F6,Hard,32,S
2017-0544,Montevideo CH,Clay,32,C
2011-2208,Monza CH,Clay,32,C
1971-681,Miami WCT,Hard,32,A
1999-M-SA-GRE-02A-1999b,Greece 2 Masters 2,Clay,32,S
2014-451,Doha,Hard,32,A
2011-M-FU-RUS-07A-2011,Russia F7,Clay,32,S
2012-1741,Busan CH,Hard,32,C
2003-D057,Davis Cup G2 R2: GRE vs IRL,Clay,4,D
1996-336,Hong Kong,Hard,32,A
2013-M-FU-GBR-10A-2013,Great Britain F10,Clay,32,S
1990-520,Roland Garros,Clay,128,G
1977-D021,Davis Cup EUR F: ESP vs ITA,,4,D
2007-M-FU-RUS-06A-2007,Russia F6,Clay,32,S
2013-M-FU-THA-01A-2013,Thailand F1,Hard,32,S
2000-350,Birmingham CH,Clay,32,C
1993-M-SA-BEL-01A-1993c,Belgium Masters 3,Clay,32,S
2017-M-FU-CHN-03A-2017,China F3,Clay,32,S
2000-M-FU-USA-03A-2000,USA F3,Hard,32,S
1995-M-SA-ISR-02A-1995a,Israel 2 Masters 1,Hard,32,S
2019-M-ITF-ESP-17A-2019,M25 Getxo,Clay,32,S
2016-M-FU-ISR-03A-2016,Israel F3,Hard,32,S
1996-M-SA-GBR-04A-1996d,Great Britain 4 Masters 4,Hard,32,S
2015-D005,Davis Cup WG R1: ARG vs BRA,Clay,4,D
2015-692,Tallahassee CH,Clay,32,C
2014-M-FU-GBR-10A-2014,Great Britain F10,Clay,32,S
1996-891,New Delhi,Hard,32,A
2011-M-FU-BIH-03A-2011,Bosnia & Herzegovina F3,Clay,32,S
2005-M-FU-BRA-02A-2005,Brazil F2,Clay,32,S
2010-M-FU-BUL-01A-2010,Bulgaria F1,Clay,32,S
2002-773,Bucharest,Clay,32,A
1999-D061,Davis Cup G1 QF: LIB vs JPN,Hard,4,D
2011-M-FU-ESP-15A-2011,Spain F15,Clay,32,S
1989-D073,Davis Cup G2 QF: SRI vs TPE,Clay,4,D
2008-M-FU-BRA-21A-2008,Brazil F21,Clay,32,S
2013-3627,Todi CH,Clay,32,C
2013-M-FU-KAZ-03A-2013,Kazakhstan F3,Clay,32,S
1995-434,Seoul,Hard,32,A
2016-7474,Rio de Janeiro CH,Clay,32,C
1996-M-SA-AUS-02A-1996c,Australia 2 Masters 3,Hard,32,S
2010-M-FU-SUI-02A-2010,Switzerland F2,Carpet,32,S
2018-7004,Shenzhen CH,Hard,32,C
2008-M-FU-RUS-02A-2008,Russia F2,Carpet,32,S
2020-M-DC-2020-WG1-PO-UKR-TPE-01,Davis Cup WG1 PO: UKR vs TPE,Hard,4,D
2003-D068,Davis Cup G1 PO: PAK vs KOR,Grass,4,D
2014-6003,Kuala Lumpur,Hard,28,A
2013-M-FU-ISR-03A-2013,Israel F3,Hard,32,S
2017-M-DC-2017-WG-M-FRA-SRB-01,Davis Cup WG SF: FRA vs SRB,Clay,4,D
1973-428,Tokyo,,64,A
1977-657,Hampton,Carpet,32,A
2002-M-FU-FIN-02A-2002,Finland F2,Clay,32,S
2009-558,Prostejov CH,Clay,32,C
2004-M-FU-GRE-01A-2004,Greece F1,Hard,32,S
2006-486,Manerbio CH,Clay,32,C
1994-433,Scottsdale,Hard,32,A
2016-M-FU-KAZ-01A-2016,Kazakhstan F1,Hard,32,S
1993-M-SA-MAS-01A-1993a,Malaysia 1 Masters 1,Hard,24,S
2010-D019,Davis Cup G1 R1: CHN vs UZB,Hard,4,D
1996-M-SA-EGY-01A-1996c,Egypt 1 Masters 3,Clay,32,S
1992-M-SA-CAN-01A-1992a,Canada Masters 1,Carpet,32,S
2013-M-FU-GBR-18A-2013,Great Britain F18,Hard,32,S
2015-M-FU-TUR-12A-2015,Turkey F12,Hard,32,S
2013-M-FU-BOL-04A-2013,Bolivia F4,Clay,32,S
1972-317,Hilversum,Hard,64,A
2008-M-FU-IND-06A-2008,India F6,Clay,32,S
2017-7343,Ningbo CH,Hard,32,C
2002-M-FU-USA-33A-2002,USA F29,Hard,32,S
2001-M-FU-ARG-02A-2001,Argentina F2,Clay,32,S
2013-M-FU-TUR-47A-2013,Turkey F47,Hard,32,S
2009-3406,Santiago CH,Clay,32,C
2010-M-FU-GER-09A-2010,Germany F9,Clay,32,S
2015-3834,Izmir CH,Hard,32,C
1993-M-SA-JPN-01A-1993c,Japan Masters 3,Hard,32,S
2003-M-FU-BRA-03A-2003,Brazil F3A,Clay,32,S
1979-413,Las Vegas,Hard,32,A
2017-3463,Milan CH,Clay,32,C
2018-M-FU-ROU-10A-2018,Romania F10,Clay,32,S
1981-361,Santiago,Clay,32,A
2018-M-FU-SRB-05A-2018,Serbia F5,Clay,32,S
2013-M-FU-RUS-02A-2013,Russia F2,Hard,32,S
2008-433,Las Vegas,Hard,32,A
2013-M-FU-SUI-05A-2013,Switzerland F5,Clay,32,S
2014-D038,Davis Cup G2 R3: BAR vs MEX,Hard,4,D
2003-M-FU-USA-05A-2003,USA F5,Hard,32,S
2006-M-FU-GBR-06A-2006,Great Britain F6,Hard,32,S
1981-230,Messina CH,Clay,32,C
2020-9190,Parma CH,Clay,32,C
2008-M-FU-BRA-18A-2008,Brazil F18,Clay,32,S
2004-M-FU-IND-02A-2004,India F1,Hard,32,S
2017-M-FU-ITA-02A-2017,Italy F2,Carpet,32,S
2004-692,Tallahassee CH,Hard,32,C
1998-M-FU-GER-05A-1998,Germany F5,Clay,32,S
2004-M-FU-ESA-01A-2004,El Salvador F1,Clay,32,S
1998-M-SA-ESP-08A-1998a,Spain 8 Masters 1,Clay,32,S
2008-M-FU-SRB-06A-2008,Serbia F6,Clay,32,S
1995-M-SA-ECU-01A-1995c,Ecuador Masters 3,Clay,32,S
2010-M-FU-GER-07A-2010,Germany F7,Clay,32,S
1991-M-SA-CHI-01A-1991b,Bolivia Chile Masters 2,Clay,32,S
2005-M-FU-ESP-31A-2005,Spain F31,Clay,32,S
1993-M-SA-ESP-02A-1993a,Spain 2 Masters 1,Clay,24,S
2016-M-FU-ESP-35A-2016,Spain F35,Clay,32,S
2005-D021,Davis Cup WG PO: IND vs SWE,Grass,4,D
2012-786,Poznan CH,Clay,32,C
1993-844,Tenerife CH,Hard,32,C
1982-310,Florence,Clay,32,A
1998-M-FU-BRA-01A-1998,Brazil F1,Clay,32,S
2012-M-FU-KAZ-09A-2012,Kazakhstan F9,Hard,32,S
1971-9204,Kingston,Hard,16,A
2001-M-FU-CZE-04A-2001,Czech F4,Carpet,32,S
2008-352,Paris Masters,Hard,48,M
1999-M-SA-MEX-02A-1999d,Mexico 1 Masters 4,Hard,32,S
2018-M-FU-GER-10A-2018,Germany F10,Clay,32,S
1984-D027,Davis Cup EUR QF: HUN vs EGY,Clay,4,D
2005-337,Vienna,Hard,32,A
2020-M-ITF-ITA-01A-2020,M25 Trento,Hard,32,25
1990-202,Agadir CH,Clay,32,C
1997-M-SA-PAR-01A-1997b,Bolivia Paraguay Masters 2,Clay,32,S
2008-M-FU-ARG-13A-2008,Argentina F13,Clay,32,S
2017-7389,Bogota CH,Clay,32,C
2011-308,Munich,Clay,32,A
1980-423,Los Angeles,Hard,64,A
1982-389,Denver,Carpet,32,A
1992-D074,Davis Cup G2 QF: THA vs SIN,Hard,4,D
2010-M-FU-UZB-01A-2010,Uzbekistan F1,Hard,32,S
1998-379,Prague,Clay,32,A
1997-M-SA-NZL-01A-1997c,New Zealand Masters 3,Hard,32,S
1998-308,Munich,Clay,32,A
1992-M-SA-AUS-03A-1992b,Australia 3 Masters 2,Hard,32,S
2015-D062,Davis Cup G2 R3: POR vs BLR,Clay,4,D
2007-M-FU-RUS-07A-2007,Russia F7,Clay,32,S
2004-M-FU-FRA-19A-2004,France F20,Hard,32,S
2010-M-FU-AZE-01A-2010,Azerbaijan F1,Hard,32,S
1991-792,New Haven CH,Hard,32,C
2002-622,Puebla CH,Hard,32,C
2004-509,Andorra CH,Hard,32,C
2018-M-FU-EGY-30A-2018,Egypt F30,Clay,32,S
2013-3618,Astana CH,Hard,32,C
2008-403,Miami Masters,Hard,96,M
2006-605,Masters Cup,Hard,8,F
2012-424,San Jose,Hard,28,A
2010-359,Bogota CH,Clay,32,C
2006-M-FU-GBR-10A-2006,Great Britain F10,Grass,32,S
2005-M-SA-TUR-01A-2005b,Turkey 1 2,Clay,32,S
2004-M-FU-QAT-04A-2004,Qatar F3,Hard,32,S
2013-3473,Como CH,Clay,32,C
2009-D049,Davis Cup G2 R1: SLO vs EGY,Carpet,4,D
2012-M-FU-TUR-26A-2012,Turkey F26,Clay,32,S
2005-505,Vina del Mar,Clay,32,A
2013-D051,Davis Cup G2 R1: MDA vs HUN,Hard,4,D
2005-M-FU-ESP-25A-2005,Spain F25,Hard,32,S
2006-D039,Davis Cup G1 PO: CHN vs PAK,Hard,4,D
2019-M-ITF-TUN-52A-2019,M15 Monastir,Hard,32,S
2016-M-FU-USA-11A-2016,USA F11,Hard,32,S
1993-M-SA-CHN-01A-1993d,China Masters 4,Hard,32,S
2011-D035,Davis Cup G1 R2: RSA vs NED,Hard,4,D
2012-6313,Shanghai CH,Hard,32,C
1975-9205,Hartford,Carpet,6,A
2014-M-FU-CRO-01A-2014,Croatia F1,Hard,32,S
2000-448,Szczecin CH,Clay,32,C
2002-M-SA-EGY-02A-2002d,Egypt 2 4,Clay,32,S
1979-424,San Francisco,Carpet,64,A
2017-7701,Quanzhou CH,Hard,32,C
2004-M-SA-INA-01A-2004b,Indonesia 1 Satellite 2,Hard,32,S
2003-M-FU-AUS-04A-2003,Australia F4,Clay,32,S
2012-M-FU-USA-22A-2012,USA F22,Hard,32,S
2000-M-FU-POL-03A-2000,Poland F3,Clay,32,S
1993-M-SA-ESP-07A-1993d,Spain 7 Masters 4,Hard,32,S
2008-M-FU-PAK-03A-2008,Pakistan F3,Hard,32,S
1995-M-SA-MEX-01A-1995b,Mexico 1 Masters 2,Hard,32,S
2010-M-FU-EST-01A-2010,Estonia F1,Clay,32,S
2007-M-FU-ITA-18A-2007,Italy F18,Clay,32,S
1996-696,Brasov CH,Clay,32,C
2015-M-FU-MOZ-02A-2015,Mozambique F2,Hard,32,S
2000-447,Samarkand CH,Clay,32,C
1998-M-SA-CHI-02A-1998a,Chile 2 Masters 1,Clay,32,S
2014-7071,Astana II CH,Hard,32,C
1971-389,Denver,Carpet,8,A
1998-M-FU-AUS-01A-1998,Australia F1,Clay,32,S
1999-784,Seville CH,Clay,32,C
2001-M-SA-ESP-05A-2001d,Spain 5 4,Clay,32,S
2005-M-FU-CRO-06A-2005,Croatia F6,Clay,32,S
1992-D010,Davis Cup G2 PO: BAN vs PAK,Hard,4,D
2017-7440,Tigre CH,Hard,32,C
1999-M-FU-RUS-03A-1999,Russia F3,Hard,32,S
2015-M-FU-CRO-06A-2015,Croatia F6,Clay,32,S
1978-716,Dayton,Carpet,32,A
2005-M-FU-ESP-24A-2005,Spain F24,Hard,32,S
2012-6055,Charlottesville CH,Hard,32,C
2000-360,Casablanca,Clay,32,A
2003-506,Buenos Aires,Clay,32,A
2001-M-FU-AUT-03A-2001,Austria F3,Clay,32,S
2003-341,Metz,Hard,32,A
2014-6911,Andria CH,Hard,32,C
2003-M-SA-ESP-02A-2003c,Spain 2 3,Clay,32,S
1987-323,Bordeaux,Clay,32,A
2010-M-FU-ESA-01A-2010,El Salvador F1,Clay,32,S
2000-M-FU-JPN-07A-2000,Japan F7,Hard,32,S
2012-M-FU-FIN-01A-2012,Finland F1,Clay,32,S
2004-D074,Davis Cup G2 PO: IRI vs MAS,Clay,4,D
2012-696,Brasov CH,Clay,32,C
2009-568,St. Petersburg,Hard,32,A
1981-290,Reus CH,Clay,32,C
1998-M-SA-POR-02A-1998d,Portugal 2 Masters 4,Clay,32,S
2009-311,Queen's Club,Grass,56,A
1998-505,Santiago,Clay,32,A
2001-D057,Davis Cup G2 QF: LUX vs NOR,Clay,4,D
2005-M-FU-FRA-17A-2005,France F17,Hard,32,S
2018-M-FU-JPN-02A-2018,Japan F2,Hard,32,S
1986-D034,Davis Cup WG R1: MEX vs FRG,Clay,4,D
2006-M-FU-CAN-02A-2006,Canada F2,Hard,32,S
2009-D055,Davis Cup G2 R1: CYP vs POR,Hard,4,D
2020-M-ITF-ESP-01A-2020,M15 Manacor,Hard,32,15
