tourney_id,tourney_name,surface,draw_size,tourney_level
1989-484,Verona CH,Clay,32,C
2020-9194,Columbus CH,Hard,64,C
2007-1797,Ostrava CH,Clay,32,C
2015-6250,Barranquilla CH,Clay,32,C
2004-2153,Caloundra CH,Hard,32,C
1994-M-SA-POR-01A-1994c,Portugal 1 Masters 3,Clay,32,S
2015-6256,Santos CH,Clay,32,C
1995-M-SA-DEN-01A-1995a,Denmark Masters 1,Clay,24,S
1996-M-SA-USA-03A-1996a,USA 3 Masters 1,Hard,64,S
2003-D026,Davis Cup G2 R1: RSA vs POL,Hard,4,D
2015-M-FU-EGY-23A-2015,Egypt F23,Hard,32,S
1981-242,Benin City CH,Hard,32,C
1994-M-SA-INA-01A-1994a,Indonesia Masters 1,Hard,32,S
2007-2165,Nashville CH,Hard,32,C
1997-D009,Davis Cup G1 QF: CAN vs BAH,Hard,4,D
1976-D014,Davis Cup AME PR: BOL vs PER,Clay,4,D
2004-M-FU-GER-09A-2004,Germany F10,Clay,32,S
1997-511,Bermuda CH,Clay,32,C
2013-M-FU-LTU-01A-2013,Lithuania F1,Clay,32,S
2015-M-FU-USA-35A-2015,USA F35,Hard,32,S
2015-6932,Rio de Janeiro,Clay,32,A
2005-D027,Davis Cup G1 R2: ECU vs PAR,Clay,4,D
1979-332,Cologne,Hard,32,A
1995-M-SA-MAR-01A-1995a,Morocco Masters 1,Clay,32,S
2013-M-FU-ESP-41A-2013,Spain F41 Lanzarote,Hard,32,S
2004-M-SA-GBR-01A-2004b,Great Britain 1 2,Hard,32,S
1976-D010,Davis Cup EUR PR: AUT vs ROU,,4,D
1997-M-SA-AUS-01A-1997d,Australia 1 Masters 4,Clay,32,S
2003-M-FU-ITA-06A-2003,Italy F6,Clay,32,S
1985-311,Queen's Club,Grass,64,A
1970-6818,St. Petersburg,Clay,64,A
2004-D061,Davis Cup G2 R1: MAS vs KOR,Hard,4,D
2010-226,Istanbul CH,Hard,32,C
1988-D004,Davis Cup WG QF: FRA vs AUS,Clay,4,D
2017-M-FU-MAR-04A-2017,Morocco F4,Clay,32,S
1980-314,Gstaad,Clay,32,A
1995-524,Weiden CH,Clay,32,C
2004-311,Queen's Club,Grass,56,A
2006-328,Basel,Carpet,32,A
2017-0670,Binghamton CH,Hard,32,C
2004-M-FU-USA-06A-2004,USA F6,Hard,32,S
1981-D048,Davis Cup WG R1: USA vs MEX,Hard,4,D
1987-D004,Davis Cup WG SF: AUS vs IND,Grass,4,D
2005-M-FU-HUN-05A-2005,Hungary F5,Clay,32,S
1993-514,Caracas3 CH,Hard,32,C
2009-234,Belo Horizonte CH,Hard,32,C
2003-M-SA-CRO-01A-2003b,Croatia 1 2,Clay,32,S
2003-D042,Davis Cup G1 R2: IND vs NZL,Grass,4,D
1996-424,San Jose,Hard,32,A
1996-M-SA-FRA-02A-1996b,France 2 Masters 2,Clay,32,S
1983-425,Barcelona,Clay,64,A
2013-670,Binghamton CH,Hard,32,C
1983-311,Queen's Club,Grass,64,A
1997-M-SA-PHI-01A-1997b,Philippines Masters 2,Hard,32,S
2003-573,Valencia,Clay,32,A
2018-7845,Newport Beach CH,Hard,32,C
2008-M-FU-IND-09A-2008,India F9,Clay,32,S
2009-M-FU-MEX-11A-2009,Mexico F11,Hard,32,S
1998-M-FU-GBR-05A-1998,Great Britain F5,Clay,32,S
1999-M-SA-ESP-07A-1999d,Spain 7 Masters 4,Clay,32,S
1980-341,Metz,Carpet,32,A
2006-M-SA-BUL-01A-2006b,Bulgaria 1 2,Clay,24,S
2008-M-FU-AUT-08A-2008,Austria F8,Clay,32,S
1999-234,Belo Horizonte CH,Hard,32,C
2010-M-FU-ARG-13A-2010,Argentina F13,Clay,32,S
1993-M-SA-TUR-02A-1993d,Turkey 2 Masters 4,Hard,32,S
1998-M-FU-BRA-07A-1998,Brazil F7,Clay,32,S
1997-M-SA-EGY-01A-1997d,Egypt 1 Masters 4,Clay,32,S
1982-393,Adelaide-2,Grass,32,A
1981-540,Wimbledon,Grass,128,G
2011-M-FU-RSA-02A-2011,South Africa F2,Hard,32,S
1976-426,Johannesburg - WCT,Hard,64,A
2019-M-ITF-NGR-05A-2019,M25 Lagos,Hard,32,S
1999-M-SA-FRA-01A-1999d,France 1 Masters 4,Clay,32,S
2010-M-FU-BRA-31A-2010,Brazil F31,Clay,32,S
2017-M-FU-MAR-06A-2017,Morocco F6,Clay,32,S
1992-M-SA-ESP-02A-1992d,Spain 2 Masters 4,Clay,24,S
2008-M-FU-ESP-08A-2008,Spain F8,Clay,32,S
1983-218,Parioli CH,Clay,32,C
2005-M-FU-CZE-01A-2005,Czech Rep F1,Clay,32,S
2018-M-FU-POR-06A-2018,Portugal F6,Hard,32,S
2018-M-FU-IND-01A-2018,India F1,Hard,32,S
2014-M-FU-TUR-07A-2014,Turkey F7,Clay,32,S
2000-M-SA-TUR-02A-2000a,Turkey 2 1,Hard,24,S
2017-M-FU-ITA-18A-2017,Italy F18,Clay,32,S
2007-D006,Davis Cup WG R1: SUI vs ESP,Carpet,4,D
2016-M-FU-TUR-11A-2016,Turkey F11,Clay,32,S
1994-436,Birmingham,Clay,32,A
2014-M-FU-ITA-36A-2014,Italy F36,Clay,32,S
2019-M-DC-2019-G1-AM-M-BRA-BAR-01,Davis Cup G1 R1: BRA vs BAR,Clay,4,D
2016-M-FU-POR-02A-2016,Portugal F2,Hard,32,S
2017-M-FU-EGY-33A-2017,Egypt F33,Hard,32,S
1993-M-SA-ROU-01A-1993a,Romania Masters 1,Clay,32,S
1982-426,Johannesburg,Hard,32,A
2013-M-FU-CRO-05A-2013,Croatia F5,Clay,32,S
2003-M-SA-ESP-04A-2003c,Spain 4 3,Clay,32,S
2014-D069,Davis Cup G2 R1: DEN vs CYP,,4,D
2014-M-FU-AUS-03A-2014,Australia F3,Grass,32,S
1979-648,Salvador CH,Clay,32,C
1997-605,Tour Finals,Hard,10,F
2020-0600,Prague CH,Clay,64,C
2009-M-FU-MEX-10A-2009,Mexico F10,Hard,32,S
2012-M-FU-MEX-12A-2012,Mexico F12,Hard,32,S
2008-3945,San Benedetto CH,Clay,32,C
2011-M-FU-BEL-08A-2011,Belgium F8,Clay,32,S
2007-314,Gstaad,Clay,32,A
2017-M-FU-FIN-02A-2017,Finland F2,Clay,32,S
2006-M-FU-UZB-02A-2006,Uzbekistan F2,Hard,32,S
1998-438,Moscow,Carpet,32,A
2005-421,Canada Masters,Hard,64,M
2013-M-FU-ITA-19A-2013,Italy F19,Clay,32,S
1996-M-SA-MKD-01A-1996b,Bulgaria Macedonia Masters 2,Clay,32,S
2019-M-DC-2019-QLS-M-SUI-RUS-01,Davis Cup QLS R1: SUI vs RUS,Hard,4,D
2002-688,Montauban CH,Clay,32,C
2006-438,Moscow,Carpet,32,A
2003-D061,Davis Cup G2 PO: URU vs COL,Clay,4,D
2010-M-FU-ITA-05A-2010,Italy F5,Clay,32,S
2018-1797,Ostrava CH,Clay,32,C
2002-D033,Davis Cup G2 SF: CHN vs KAZ,Hard,4,D
2009-583,Manchester CH,Grass,32,C
2008-M-FU-KOR-02A-2008,Korea Rep F2,Hard,32,S
2016-M-FU-DOM-01A-2016,Dominican Republic F1,Clay,32,S
1997-M-SA-PER-01A-1997a,Ecuador Peru Masters 1,Clay,32,S
2010-M-FU-CHI-09A-2010,Chile F9,Clay,32,S
2011-6284,Guadalajara CH,Hard,32,C
2013-M-FU-CAN-02A-2013,Canada F2,Hard,32,S
1995-M-SA-TUR-01A-1995d,Turkey 1 Masters 4,Clay,32,S
2014-6841,Napa CH,Hard,32,C
1993-824,Aachen CH,Carpet,32,C
1996-D077,Davis Cup G2 SF: PAK vs UZB,Grass,4,D
1999-M-FU-GBR-02A-1999,Great Britain F2,Carpet,32,S
1996-D057,Davis Cup G1 PO: TPE vs INA,Hard,4,D
1978-419,Indianapolis,Clay,64,A
1970-D048,Davis Cup EUR QF: MON vs URS,,4,D
2014-M-FU-CRO-17A-2014,Croatia F17,Clay,32,S
1979-408,Milan,Carpet,32,A
2008-M-FU-TUR-02A-2008,Turkey F2,Clay,32,S
2015-M-FU-CAN-03A-2015,Canada F3,Hard,32,S
2012-M-FU-ISR-07A-2012,Israel F7,Hard,32,S
2009-M-FU-GEO-02A-2009,Georgia F2,Clay,32,S
1975-302,Toronto Indoor WCT,Carpet,32,A
2004-M-FU-FRA-15A-2004,France F16,Hard,32,S
2001-M-FU-EGY-02A-2001,Egypt F2,Clay,32,S
1989-436,Charleston,Clay,32,A
2002-M-FU-UZB-01A-2002,Uzbekistan F1,Hard,32,S
1994-234,Belo Horizonte CH,Hard,32,C
1980-273,Brussels CH,Clay,32,C
1980-707,South Orange,Clay,32,A
2004-422,Cincinnati Masters,Hard,64,M
2005-M-FU-MEX-06A-2005,Mexico F6,Clay,32,S
2010-3590,Carson CH,Hard,32,C
1992-M-SA-GER-01A-1992d,Germany 1 Masters 4,Carpet,24,S
2019-M-ITF-GEO-04A-2019,M15 Telavi,Clay,32,S
2018-M007,Miami Masters,Hard,128,M
2017-M-FU-SWE-04A-2017,Sweden F4,Hard,32,S
2001-D020,Davis Cup G2 R1: MDA vs ARM,Carpet,4,D
2013-D002,Davis Cup WG R1: ITA vs CRO,Clay,4,D
2012-D040,Davis Cup WG QF: ARG vs CRO,Clay,4,D
1987-D068,Davis Cup EUR QF: TUR vs URS,Clay,4,D
2000-M-FU-USA-31A-2000,USA F30,Hard,32,S
2009-M-FU-BRA-12B-2009,Brazil F12,Clay,32,S
2008-3619,Almaty CH,Clay,32,C
2009-D039,Davis Cup G2 R2: DOM vs PAR,Clay,4,D
1988-D057,Davis Cup G2 R1: MAS vs SRI,Hard,4,D
2004-M-FU-ESP-09A-2004,Spain F9,Hard,32,S
1993-511,Bermuda CH,Clay,32,C
2012-M-FU-UZB-01A-2012,Uzbekistan F1,Hard,32,S
2003-1769,Torrance CH,Hard,32,C
2014-M-FU-MEX-06A-2014,Mexico F6,Hard,32,S
2012-M-FU-PER-03A-2012,Peru F3,Clay,32,S
1991-560,US Open,Hard,128,G
2011-M-FU-CHI-05A-2011,Chile F5,Clay,32,S
2015-M-FU-SRB-03A-2015,Serbia F3,Clay,32,S
2011-3766,Guangzhou CH,Hard,32,C
2000-568,St. Petersburg,Hard,32,A
1997-D050,Davis Cup G2 PO: KSA vs HKG,Hard,4,D
1988-D041,Davis Cup G2 SF: HKG vs SIN,Carpet,4,D
2019-0444,Bratislava CH,Hard,64,C
2013-M-FU-BIH-03A-2013,Bosnia & Herzegovina F3,Clay,32,S
2016-M-FU-ITA-13A-2016,Italy F13,Clay,32,S
2004-352,Paris Masters,Carpet,48,M
2001-251,Kiev CH,Clay,32,C
2017-M-FU-ISR-17A-2017,Israel F17,Hard,32,S
2008-M-FU-ROU-01A-2008,Romania F1,Clay,32,S
2002-M-SA-ESP-02A-2002a,Spain 2 1,Clay,24,S
2017-7073,Cortina CH,Clay,32,C
1999-M-SA-USA-01A-1999b,USA 1 Masters 2,Hard,48,S
1994-M-SA-POR-03A-1994a,Portugal 3 Masters 1,Clay,32,S
1993-D037,Davis Cup G2 QF: ECU vs VEN,Clay,4,D
1999-D018,Davis Cup G1 R1: UKR vs BLR,Carpet,4,D
1993-M-SA-TUR-01A-1993a,Turkey 1 Masters 1,Clay,32,S
2015-M-FU-FRA-02A-2015,France F2,Hard,32,S
2017-M-FU-UZB-01A-2017,Uzbekistan F1,Hard,32,S
2017-M-FU-USA-26A-2017,USA F26,Hard,32,S
2012-M-FU-PER-06A-2012,Peru F6,Clay,32,S
2008-M-FU-POR-02A-2008,Portugal F2,Hard,32,S
2003-D027,Davis Cup G2 R1: GHA vs SLO,Hard,4,D
2006-M-FU-VEN-05A-2006,Venezuela F2,Hard,32,S
1971-D050,Davis Cup EUR SF: TCH vs URS,Clay,4,D
2019-M-ITF-FRA-12A-2019,M15 Uriage,Clay,32,S
1997-M-SA-RSA-01A-1997c,Central Africa Masters 3,Hard,32,S
2016-M-FU-EGY-09A-2016,Egypt F9,Hard,32,S
1992-M-SA-PHI-01A-1992d,Philippines Masters 4,Clay,24,S
1997-365,Sao Paulo CH,Clay,32,C
2006-560,US Open,Hard,128,G
1995-M-SA-UAE-01A-1995b,United Arab Emirates Masters 2,Hard,32,S
1998-789,Merano CH,Clay,32,C
1989-490,Sao Paulo CH,Clay,32,C
2018-M-FU-QAT-03A-2018,Qatar F3,Hard,32,S
2012-807,Acapulco,Clay,32,A
1986-406,Brussels,Carpet,32,A
2018-0341,Metz,Hard,32,A
1997-M-SA-FRA-06A-1997b,France 6 Masters 2,Hard,32,S
2011-M-FU-AUT-08A-2011,Austria F8,Clay,32,S
2018-M-FU-PAK-03A-2018,Pakistan F3,Clay,32,S
1978-309,Madrid,Clay,64,A
1985-420,Stratton Mountain,Hard,64,A
2014-M-FU-ITA-31A-2014,Italy F31,Clay,32,S
2012-M-FU-TUR-20A-2012,Turkey F20,Clay,32,S
2018-3473,Como CH,Clay,32,C
1995-D001,Davis Cup G1 QF: ARG vs CHI,Clay,4,D
2009-M-FU-BRA-01B-2009,Brazil F1,Clay,32,S
2003-696,Brasov CH,Clay,32,C
2012-M-FU-CHI-12A-2012,Chile F12,Clay,32,S
2009-M-FU-PER-01A-2009,Peru F1,Clay,32,S
2007-M-FU-AUS-04A-2007,Australia F4,Clay,32,S
1974-D020,Davis Cup EUR PR: FRG vs DEN,Clay,4,D
1999-M-FU-GBR-07A-1999,Great Britain F7,Clay,32,S
1993-M-SA-CHI-02A-1993c,Bolivia Chile Masters 3,Clay,32,S
2011-M-FU-PER-03A-2011,Peru F3,Clay,32,S
2009-5014,Shanghai Masters,Hard,56,M
2003-M-SA-SUI-01A-2003a,Switzerland 1 1,Carpet,24,S
2000-754,Ljubljana CH,Clay,32,C
2006-M-SA-CRO-01A-2006a,Croatia 1 1,Clay,24,S
1999-M-FU-URU-01A-1999,Uruguay F1,Clay,32,S
2014-573,Valencia,Hard,32,A
2013-M-FU-ROU-08A-2013,Romania F8,Clay,32,S
2000-100,San Luis Potosi CH,Clay,32,C
2010-M-FU-POL-07A-2010,Poland F7,Clay,32,S
2005-M-FU-FRA-11A-2005,France F11,Clay,32,S
2002-D018,Davis Cup G2 R1: SLO vs GHA,Clay,4,D
1990-765,Sao Paulo3 CH,Clay,32,C
2000-D072,Davis Cup WG R1: ESP vs ITA,Clay,4,D
2014-6114,Kazan CH,Hard,32,C
2019-0314,Gstaad,Clay,32,A
2012-M-FU-POL-04A-2012,Poland F4,Clay,32,S
2007-M-FU-NED-01A-2007,Netherlands F1,Clay,32,S
1987-D020,Davis Cup AME R1: VEN vs CAN,Hard,4,D
2002-M-FU-JAM-12A-2002,Jamaica F12,Hard,32,S
2013-6620,Porto Alegre CH,Clay,32,C
2018-M-FU-ITA-32A-2018,Italy F32,Clay,32,S
2008-3628,Trnava CH,Clay,32,C
2015-M-FU-EGY-09A-2015,Egypt F9,Hard,32,S
2011-5012,Johannesburg,Hard,32,A
1992-M-SA-INA-01A-1992a,Indonesia Masters 1,Hard,32,S
1994-M-SA-ESP-02A-1994d,Spain 2 Masters 4,Clay,32,S
2004-M-FU-ESP-28A-2004,Spain F28,Clay,32,S
1992-M-SA-BRA-01A-1992a,Brazil 1 Masters 1,Clay,32,S
2007-M-FU-LTU-02A-2007,Lithuania F2,Clay,32,S
2005-D029,Davis Cup G1 PO: PER vs PAR,Clay,4,D
1998-M-FU-BRA-04A-1998,Brazil F4,Clay,32,S
1997-686,Scheveningen CH,Clay,32,C
1993-D011,Davis Cup G1 QF: CHI vs BAH,Clay,4,D
2009-M-FU-BUL-02A-2009,Bulgaria F2,Clay,32,S
2017-7496,Zhuhai CH,Hard,32,C
2013-M-FU-BOL-05A-2013,Bolivia F5,Clay,32,S
1989-319,Kitzbuhel,Clay,64,A
1992-M-SA-DOM-01A-1992b,Caribbean 1 Masters 2,Clay,32,S
1992-M-SA-GER-03A-1992a,Germany 3 Masters 1,Clay,32,S
1992-M-SA-SWE-01A-1992b,Sweden Masters 2,Clay,32,S
1999-M-FU-HUN-02A-1999,Hungary F2,Clay,32,S
2002-D060,Davis Cup WG PO: AUS vs IND,Hard,4,D
1985-328,Basel,Hard,32,A
1982-204,Vina del Mar,Clay,32,A
2017-7652,Koblenz CH,Hard,32,C
1992-226,Istanbul CH,Hard,32,C
2018-M-FU-TUR-14A-2018,Turkey F14,Clay,32,S
1992-829,Halle CH,Clay,32,C
1996-M-SA-SUI-02A-1996a,Switzerland 2 Masters 1,Carpet,32,S
2020-M-DC-2020-QLS-M-GER-BLR-01,Davis Cup QLS R1: GER vs BLR,Hard,4,D
2017-M-FU-KAZ-06A-2017,Kazakhstan F6,Clay,32,S
1998-M-SA-MEX-04A-1998a,Mexico 3 Masters 1,Carpet,24,S
2016-M-FU-AUT-05A-2016,Austria F5,Clay,32,S
2015-M-FU-IND-05A-2015,India F5,Hard,32,S
1995-317,Amsterdam,Clay,32,A
2018-M-FU-TUR-20A-2018,Turkey F20,Clay,32,S
2010-M-FU-ESP-02A-2010,Spain F2,Clay,32,S
2018-6242,Winston Salem,Hard,64,A
2005-573,Valencia,Clay,32,A
2010-M-FU-IND-03A-2010,India F3,Hard,32,S
2006-M-FU-EGY-03A-2006,Egypt F3,Clay,32,S
1992-773,Bucharest CH,Clay,32,C
2004-M-FU-ITA-08A-2004,Italy F8,Clay,32,S
1990-D041,Davis Cup G2 QF: HAI vs ECU,Clay,4,D
2008-1607,Banja Luka CH,Clay,32,C
2003-D009,Davis Cup G1 R1: ECU vs CHI,Clay,4,D
2002-M-SA-NED-01A-2002c,Netherlands 1 3,Clay,32,S
1982-D035,Davis Cup G1 F: INA vs JPN,Clay,4,D
2003-M-FU-KUW-01A-2003,Kuwait F1,Hard,32,S
2013-D076,Davis Cup WG PO: CRO vs GBR,Clay,4,D
2015-M-FU-USA-23A-2015,USA F23,Hard,32,S
2012-6239,Quimper CH,Hard,32,C
2013-D077,Davis Cup WG PO: SUI vs ECU,Hard,4,D
2018-M-DC-2018-G2-EPA-M-EGY-NOR-01,Davis Cup G2 R1: EGY vs NOR,Hard,4,D
2020-6963,Cuernavaca CH,Hard,64,C
2014-M-FU-EST-03A-2014,Estonia F3,Carpet,32,S
2005-D041,Davis Cup G1 R1: INA vs UZB,Hard,4,D
1991-M-SA-GBR-01A-1991d,Great Britain 1 Masters 4,Carpet,24,S
2004-M-FU-USA-30A-2004,USA F30,Hard,32,S
2003-M-FU-JAM-13A-2003,Jamaica F13,Hard,32,S
2005-341,Metz,Hard,32,A
2005-433,Scottsdale,Hard,32,A
1995-306,St. Poelten,Clay,32,A
1995-M-SA-CHN-01A-1995b,China Masters 2,Hard,24,S
1980-424,San Francisco,Carpet,64,A
2006-213,San Luis Potosi CH,Clay,32,C
2006-D044,Davis Cup G1 R2: GBR vs SCG,Carpet,4,D
2001-M-FU-GBR-10A-2001,Great Britain F10,Hard,32,S
1968-319,Kitzbuhel,Clay,32,A
1995-M-SA-FRA-02A-1995d,France 2 Masters 4,Carpet,32,S
1998-M-SA-CRO-01A-1998b,Croatia 1 Masters 2,Clay,24,S
2000-769,Hull CH,Carpet,32,C
2009-M-FU-ESP-22A-2009,Spain F22 TBC,Hard,32,S
2010-M-FU-GER-11A-2010,Germany F11,Clay,32,S
2017-3627,Todi CH,Clay,32,C
2017-0460,Heilbronn CH,Clay,32,C
1984-580,Australian Open,Grass,96,G
2007-M-FU-GBR-04A-2007,Great Britain F4,Carpet,32,S
2018-M-FU-GRE-08A-2018,Greece F8,Hard,32,S
2002-M-FU-FRA-16A-2002,France F16,Hard,32,S
2000-877,Granby CH,Hard,32,C
2012-472,Pozoblanco CH,Hard,32,C
2012-M-FU-USA-30A-2012,USA F30,Clay,32,S
1995-566,Mendoza CH,Clay,32,C
2015-7335,Casablanca CH,Clay,32,C
2004-552,Barcelona CH,Clay,32,C
2005-M-FU-POR-02A-2005,Portugal F2,Hard,32,S
1998-509,Andorra CH,Hard,32,C
1972-389,Denver WCT,Carpet,32,A
2009-M-FU-BRA-16A-2009,Brazil F16,Clay,32,S
2005-746,Sao Paulo1 CH,Hard,32,C
1989-337,Vienna,Carpet,32,A
2005-1531,Joplin CH,Hard,32,C
2003-M-FU-ROU-07A-2003,Romania F6,Clay,32,S
2013-328,Basel,Hard,32,A
2012-D058,Davis Cup G2 PO: EGY vs IRL,Clay,4,D
2004-M-SA-VEN-01A-2004d,Venezuela 1 Satellite 4,Hard,32,S
2010-D077,Davis Cup WG PO: GER vs RSA,Clay,4,D
2013-M-FU-NED-03A-2013,Netherlands F3,Clay,32,S
2017-7540,Bastad CH,Clay,32,C
1992-M-SA-AUS-02A-1992a,Australia 2 Masters 1,Hard,32,S
1999-M-FU-GBR-10A-1999,Great Britain F10,Hard,32,S
2013-M-FU-TUR-26A-2013,Turkey F26,Hard,32,S
2014-6757,Blois CH,Clay,32,C
2016-M-FU-ROU-11A-2016,Romania F11,Clay,32,S
2003-615,Dusseldorf,Clay,64,A
2000-M-FU-EGY-03A-2000,Egypt F3 Cairo,Clay,32,S
2007-443,Napoli CH,Clay,32,C
1975-710,Washington Indoor WCT,Carpet,32,A
1998-M-SA-MEX-01A-1998c,Cuba Mexico Masters 3,Hard,32,S
2003-M-FU-ITA-09A-2003,Italy F9,Hard,32,S
1992-M-SA-MEX-02A-1992d,Mexico Masters 4,Hard,24,S
2016-M-FU-KOR-02A-2016,Korea F2,Hard,32,S
2001-M-FU-USA-24A-2001,USA F21,Hard,32,S
2001-M-SA-NED-01A-2001d,Netherlands 4,Clay,32,S
1996-326,Singapore,Carpet,32,A
2016-M-FU-SVK-03A-2016,Slovakia F3,Clay,32,S
2017-0444,Bratislava CH,Hard,32,C
2010-403,Miami Masters,Hard,96,M
2011-M-FU-CRO-03A-2011,Croatia F3,Clay,32,S
2007-672,New Delhi CH,Hard,32,C
1994-M-SA-EGY-01A-1994a,Egypt 1 Masters 1,Clay,24,S
2005-M-FU-MEX-03A-2005,Mexico F3,Clay,32,S
2016-3618,Astana CH,Hard,32,C
2006-D053,Davis Cup G2 R2: COL vs PAR,Clay,4,D
2003-472,Cordoba CH,Hard,32,C
2013-398,Cherbourg CH,Hard,32,C
2013-M-FU-EGY-31A-2013,Egypt F31,Clay,32,S
2001-688,Montauban CH,Clay,32,C
2013-M-FU-ESP-07A-2013,Spain F7,Carpet,32,S
2011-M-FU-ESP-02A-2011,Spain F2,Clay,32,S
2002-574,Waikoloa CH,Hard,32,C
2001-M-FU-COL-02A-2001,Colombia F2,Clay,32,S
2012-5069,Sarasota CH,Clay,32,C
1991-M-SA-DOM-01A-1991b,Caribbean 1 Masters 2,Clay,32,S
2014-M-FU-USA-25A-2014,USA F25,Hard,32,S
1999-M-FU-GBR-05A-1999,Great Britain F5,Clay,32,S
1996-M-SA-ESP-06A-1996b,Spain 6 Masters 2,Clay,24,S
2003-M-FU-ROU-09A-2003,Romania F8,Clay,32,S
1995-M-SA-ROU-01A-1995b,Romania Masters 2,Clay,32,S
2013-M-FU-EGY-29A-2013,Egypt F29,Clay,32,S
2003-M-SA-SCG-01A-2003b,Serbia & Montenegro 1 2,Clay,32,S
2009-407,Rotterdam,Hard,32,A
2020-M-ITF-ESP-03A-2020,M15 Palmanova,Clay,32,15
1997-M-SA-MEX-01A-1997c,Mexico 1 Masters 3,Hard,24,S
1999-496,Marseille,Hard,32,A
2017-M-FU-POL-07A-2017,Poland F7,Clay,32,S
1994-D073,Davis Cup G1 SF: RSA vs ROU,Hard,4,D
2017-M-FU-USA-35A-2017,USA F35,Clay,32,S
2001-M-SA-POR-03A-2001b,Portugal 3 2,Hard,32,S
1988-D005,Davis Cup WG R1: MEX vs AUS,Clay,4,D
2013-M-FU-CZE-04A-2013,Czech Republic F4,Clay,32,S
1999-227,Ulm CH,Clay,32,C
1993-D042,Davis Cup G1 PO: FIN vs NOR,Carpet,4,D
1973-508,Gothenberg WCT,Carpet,32,A
1995-M-SA-SWE-01A-1995c,Sweden Masters 3,Carpet,32,S
2006-M-FU-GER-15A-2006,Germany F14,Clay,32,S
2010-M-FU-JPN-05A-2010,Japan F5,Clay,32,S
2016-M-FU-COL-06A-2016,Colombia F6,Clay,32,S
2011-M-FU-GER-02A-2011,Germany F2,Hard,32,S
2012-M-FU-TPE-02A-2012,Chinese Taipei F2,Hard,32,S
2013-M-FU-CHN-03A-2013,China F3,Hard,32,S
1998-M-SA-TUR-02A-1998c,Turkey 2 Masters 3,Hard,32,S
1976-413,Las Vegas,Hard,32,A
2012-M-FU-USA-31A-2012,USA F31,Clay,32,S
2013-M-FU-GBR-05A-2013,Great Britain F5,Hard,32,S
2015-533,Sao Paulo,Clay,28,A
2012-M-FU-CHN-06A-2012,China F6,Hard,32,S
2017-M-FU-ITA-23B-2017,Italy F23,Clay,32,S
1997-M-SA-ITA-01A-1997a,Italy 1 Masters 1,Carpet,24,S
2011-254,Vancouver CH,Hard,32,C
1973-352,Paris Indoor,Hard,64,A
2008-583,Manchester CH,Grass,32,C
1995-M-SA-CHI-02A-1995b,Chile Masters 2,Clay,24,S
2008-M-FU-RUS-06A-2008,Russia F6,Clay,32,S
2008-M-FU-RUS-08A-2008,Russia F8,Clay,32,S
2011-M-FU-ARG-05A-2011,Argentina F5,Clay,32,S
1971-414,Hamburg,Clay,32,A
1992-M-SA-HUN-01A-1992d,Hungary Masters 4,Carpet,32,S
2002-M-SA-ESP-02A-2002d,Spain 2 4,Clay,32,S
2010-M-FU-CHN-01A-2010,China F1,Hard,32,S
2015-M-FU-ISR-11A-2015,Israel F11,Hard,32,S
2007-59,Salinas CH,Hard,32,C
2005-361,Santiago CH,Clay,32,C
2004-M-FU-ESP-01A-2004,Spain F1,Clay,32,S
1975-718,Boca Raton,Hard,32,A
2013-M-FU-CRO-04A-2013,Croatia F4,Clay,32,S
2010-833,Oberstaufen CH,Clay,32,C
2014-D053,Davis Cup G1 R1: SLO vs POR,,4,D
2001-M-FU-BRA-07A-2001,Brazil F7,Clay,32,S
2006-M-FU-GUA-01A-2006,Guatemala F1,Hard,32,S
2005-3354,Southampton CH,Hard,32,C
2017-M-FU-ARG-09A-2017,Argentina F9,Clay,32,S
1975-D010,Davis Cup EUR PR: BEL vs NED,,4,D
2001-M-SA-MEX-01A-2001d,Mexico 1 4,Clay,32,S
1981-289,Royan CH,Clay,32,C
2016-0315,Newport,Grass,32,A
2017-M-FU-GRE-04A-2017,Greece F4,Hard,32,S
1987-399,Munster CH,Carpet,32,C
1996-M-SA-FRA-03A-1996d,France 3 Masters 4,Carpet,32,S
1992-D025,Davis Cup G2 R1: TOG vs CIV,Hard,4,D
1992-224,Schenectady,Hard,32,A
2014-M-FU-USA-04A-2014,USA F4,Clay,32,S
2014-316,Bastad,Clay,28,A
1998-M-FU-LTU-01A-1998,Lithuania F1,Carpet,32,S
1990-460,Heilbronn CH,Carpet,32,C
1992-310,Florence,Clay,32,A
2003-807,Acapulco,Clay,32,A
1975-D026,Davis Cup EUR SF: ESP vs ROU,Clay,4,D
2019-M-ITF-FIN-01A-2019,M15 Helsinki,Clay,32,S
2000-M-SA-ITA-02A-2000d,Italy 2 4,Clay,32,S
1994-M-SA-AUS-03A-1994b,Australia 3 Masters 2,Hard,24,S
2011-6254,Recife CH,Hard,32,C
2017-M-FU-TUR-31A-2017,Turkey F31,Clay,32,S
2019-M-ITF-MEX-22A-2019,M15 Cancun,Hard,32,S
2006-M-SA-VEN-02A-2006b,Venezuela 2 2,Hard,24,S
2006-M-FU-GER-11A-2006,Germany F10,Clay,32,S
2016-M-FU-GER-17A-2016,Germany F17,Hard,32,S
2016-M-FU-UKR-02A-2016,Ukraine F2,Clay,32,S
2001-M-SA-ESP-01A-2001b,Spain 1 2,Clay,24,S
